"tract","Name","Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_p25"
36081111300,"Queens County, NY",0.3901
34023006608,"East Brunswick, NJ",0.3901
17031070200,"Lincoln Park, Chicago, IL",0.39
36047075800,"Kings County, NY",0.3898
51107611022,"Ashburn, VA",0.3898
36005028800,"Bronx County, NY",0.3897
6001428301,"Alameda, CA",0.3897
51059491101,"Centreville, VA",0.3897
6085507904,"Lynbrook, San Jose, CA",0.3897
6013346101,"Walnut Creek, CA",0.3896
24027605505,"River Hill, Clarksville, MD",0.3895
6037577504,"Peninsula, Long Beach, CA",0.3895
36119009800,"Scarsdale, NY",0.3894
6073008306,"University City, San Diego, CA",0.3894
6001441521,"Ardenwood, Fremont, CA",0.3894
34019011304,"Flemington, NJ",0.3893
6037267502,"West Los Angeles, Los Angeles, CA",0.3893
34027041603,"Parsippany, Parsippany-Troy Hills, NJ",0.3893
25021418101,"Quincy, MA",0.3893
53033032214,"Sammamish, WA",0.3893
36087010102,"Stony Point, NY",0.3893
9001010202,"Cos Cob, Greenwich, CT",0.3891
37183053717,"Umstead, Raleigh, NC",0.3891
42045407806,"Springfield, PA",0.389
36059302800,"North New Hyde Park, NY",0.389
38007963100,"Belfield, ND",0.3889
36059518700,"Syosset, NY",0.3889
34025803300,"Holmdel, NJ",0.3889
51059421200,"Alexandria, VA",0.3887
34035053904,"Belle Mead, Montgomery, NJ",0.3887
48113007906,"Park Cities, Dallas, TX",0.3887
36047037401,"Kings County, NY",0.3886
36119013103,"Millwood, NY",0.3886
25017374400,"West Newton, Newton, MA",0.3886
9001045101,"Wilton, CT",0.3885
4013815300,"Allen Ranch, Gilbert, AZ",0.3885
36059520700,"Massapequa, NY",0.3884
25021404302,"Wellesley, MA",0.3884
4013082027,"Roosevelt Park, Avondale, AZ",0.3884
36061004900,"Lower Manhattan, New York, NY",0.3883
42029304406,"Downingtown, PA",0.3883
34023001410,"Edison, NJ",0.3882
36103146902,"West Islip, NY",0.3881
51059440501,"Fairfax, VA",0.3881
17031802100,"Glenview, IL",0.3881
36081126500,"Queens County, NY",0.3881
36119012502,"South Salem, NY",0.388
49049010212,"Lehi, UT",0.388
36059414700,"Merrick, NY",0.388
36047056200,"Kings County, NY",0.388
6037137104,"Woodland Hills, Los Angeles, CA",0.3879
8005086600,"Heritage Eagle Bend, Aurora, CO",0.3879
10005051203,"Bethany Beach, DE",0.3879
36061012600,"Lenox Hill, New York, NY",0.3877
6041119100,"Kentfield, CA",0.3876
25017382100,"Natick, MA",0.3876
34023008604,"Princeton Meadows, NJ",0.3876
34003006100,"Cliffside Park, NJ",0.3875
36047028200,"Kings County, NY",0.3874
8005005636,"Greenwood Village, CO",0.3874
36059303000,"New Hyde Park, NY",0.3873
36059415401,"Bellmore, NY",0.3873
20091053423,"Brookhighland, Overland Park, KS",0.3872
6075010800,"Nob Hill, San Francisco, CA",0.3871
6001450605,"Pleasanton, CA",0.3871
36085006700,"Richmond County, NY",0.387
25023507101,"Duxbury, MA",0.3869
36081134100,"Queens County, NY",0.3869
17031801702,"Techny, Northbrook, IL",0.3868
6085507401,"Golden Triangle, Saratoga, CA",0.3868
48113013400,"North Dallas, Dallas, TX",0.3867
10003011700,"Wilmington, DE",0.3867
6037670406,"Rolling Hills Estates, CA",0.3866
36081143500,"Queens County, NY",0.3866
34039037602,"Springfield Township, NJ",0.3866
6037300902,"Glenoaks Canyon, Glendale, CA",0.3865
51059470500,"McLean, VA",0.3863
6041102100,"Novato, CA",0.3863
6073008346,"Sorrento Valley, San Diego, CA",0.3863
36081066100,"Queens County, NY",0.3862
39035131103,"Beachwood, OH",0.3862
6085507402,"Quito Village, Saratoga, CA",0.3861
17031824119,"Orland Park, IL",0.386
6037621002,"Hermosa Beach, CA",0.3857
36047045800,"Kings County, NY",0.3856
36081049900,"Queens County, NY",0.3856
6081604900,"Millbrae, CA",0.3855
6037106645,"Granada Hills, Los Angeles, CA",0.3855
36119004400,"North Side, Mount Vernon, NY",0.3855
34031124312,"Clifton, NJ",0.3855
36085017008,"Richmond County, NY",0.3853
6037189400,"Central LA, Los Angeles, CA",0.3853
6037481714,"Monterey Park, CA",0.3852
48201413201,"Braeswood Place, Houston, TX",0.3852
11001010800,"Northwest Washington, Washington, DC",0.3849
6013352101,"Rheem Valley Manor, Moraga, CA",0.3849
36059406002,"West Hempstead, NY",0.3848
6081609500,"San Carlos, CA",0.3847
36059303800,"Carle Place, NY",0.3846
12086000131,"Aventura, FL",0.3844
17031801607,"Glenview, IL",0.3844
6059052526,"El Camino Real, Irvine, CA",0.3844
25021414100,"Sharon, Sharon, MA",0.3844
25025010802,"Back Bay West, Boston, MA",0.3844
6037139703,"Encino, Los Angeles, CA",0.3843
13121011425,"Johns Creek, GA",0.3843
17197881002,"Lockport, IL",0.3843
6013350000,"Lafayette, CA",0.3842
6085503324,"East San Jose, San Jose, CA",0.3842
51153901415,"Bristow, VA",0.3841
39035131104,"Beachwood, OH",0.384
25025110601,"Brook Farm, Boston, MA",0.384
24031701006,"Rockville, MD",0.384
36047024600,"Kings County, NY",0.3839
25017373200,"Nonantum, Newton, MA",0.3839
36059518203,"Woodbury, NY",0.3839
51059482002,"Reston, VA",0.3838
6037137302,"Woodland Hills, Los Angeles, CA",0.3837
34035053403,"Franklin Park, Franklin Township, NJ",0.3837
34003047500,"Ridgewood, NJ",0.3834
34003035100,"Montvale, NJ",0.3833
36005031400,"Bronx County, NY",0.3832
48085031661,"Villages Of White Rock Creek, Plano, TX",0.3831
24031705300,"Chevy Chase, MD",0.3831
25021403100,"Needham, MA",0.3831
36059519900,"Bethpage, NY",0.3829
36059303500,"Mineola, NY",0.3828
36059302600,"Floral Park, NY",0.3828
17019006000,"Urbana, IL",0.3828
36085015602,"Richmond County, NY",0.3827
25025000504,"Brighton, Boston, MA",0.3827
17031804104,"Hoffman Estates, IL",0.3826
6075035100,"Sunset District, San Francisco, CA",0.3826
17031802608,"Prospect Heights, IL",0.3825
36087013001,"Orangeburg, NY",0.3824
51059420202,"Alexandria, VA",0.3824
51059461202,"Fairfax, VA",0.3823
36085027302,"Richmond County, NY",0.3822
17031805501,"Park Ridge, IL",0.3821
36103134902,"Smithtown, NY",0.382
51107611803,"South Riding, VA",0.382
17031803007,"Arlington Heights, IL",0.382
13121010108,"Atlanta, GA",0.382
51059480402,"Great Falls, VA",0.382
51059432300,"Burke, VA",0.3819
42091201203,"Spring House, PA",0.3819
34031246001,"Wayne, NJ",0.3818
36081099704,"Queens County, NY",0.3818
6085507905,"West San Jose, San Jose, CA",0.3817
6085511609,"Palo Alto, CA",0.3817
36081093900,"Queens County, NY",0.3817
6013352201,"Corliss, Moraga, CA",0.3816
34025806400,"Oakhurst, Avon-by-the-Sea, NJ",0.3816
4013103206,"Paradise Valley Village, Scottsdale, AZ",0.3816
6073017046,"Scripps Ranch, San Diego, CA",0.3815
36085029102,"Richmond County, NY",0.3815
36059517901,"Bayville, NY",0.3815
12071040112,"Colonial Country Club, Fort Myers, FL",0.3814
25021400300,"North Brookline, Brookline, MA",0.3813
36059301400,"Port Washington, NY",0.3812
24510271501,"Mount Washington, Baltimore, MD",0.3812
6001426200,"Piedmont, CA",0.3811
36081092800,"Queens County, NY",0.381
17043841111,"Bloomingdale, IL",0.381
24031704805,"Bethesda, MD",0.3809
6075047802,"Richmond District, San Francisco, CA",0.3808
48453001751,"Northwest Hills Northwest Oaks, Austin, TX",0.3806
36119009600,"Highlands, White Plains, NY",0.3805
51059491401,"Centreville, VA",0.3803
39049006392,"Perry Highlands, Worthington, OH",0.3803
36103134904,"Smithtown, NY",0.3802
36059521602,"Massapequa Park, NY",0.3802
26161402300,"King, Ann Arbor, MI",0.3801
36081076901,"Queens County, NY",0.38
48201554101,"Memorial Northwest, Spring, TX",0.38
6037403405,"Valle Lindo, Walnut, CA",0.38
6073021500,"North City, San Diego, CA",0.3799
36081069702,"Queens County, NY",0.3798
36061009800,"Midtown, New York, NY",0.3798
6059042336,"Laguna Niguel, CA",0.3798
36047059402,"Kings County, NY",0.3797
36119010702,"Scarsdale, NY",0.3795
51059491000,"Centreville, VA",0.3794
36081047600,"Queens County, NY",0.3793
36081119300,"Queens County, NY",0.3793
9001020600,"Newfield - Westover - Turn of River, Stamford, CT",0.3793
17197883514,"Tinley Park, IL",0.3793
13121011624,"Johns Creek, GA",0.3792
6037980010,"Echo Park, Los Angeles, CA",0.3791
27163070301,"Saint Paul, MN",0.379
39049006410,"Upper Arlington, OH",0.3789
25021417300,"Marina Bay, Quincy, MA",0.3789
17031802200,"Glenview, IL",0.3788
9001060800,"Fairfield, CT",0.3787
48113019600,"Park Cities, Dallas, TX",0.3787
48453001719,"Cat Mountain Villas, Austin, TX",0.3787
36103112211,"Dix Hills, NY",0.3786
6037431600,"Arcadia, CA",0.3786
6013353001,"Orinda, CA",0.3786
51013102002,"Ashton Heights, Arlington, VA",0.3786
34003016000,"Englewood Cliffs, NJ",0.3786
42045409904,"Newtown Square, PA",0.3786
11001004100,"Northwest Washington, Washington, DC",0.3786
9001020300,"North Stamford, Stamford, CT",0.3785
48235950100,"Mertzon, TX",0.3783
36103123600,"Amityville, NY",0.3781
36061015002,"Upper East Side, New York, NY",0.3778
6001450746,"Pleasanton, CA",0.3778
36119002105,"Beech Hill, Scarsdale, NY",0.3778
36059519702,"Plainview, NY",0.3777
36081083700,"Queens County, NY",0.3777
36047020400,"Kings County, NY",0.3777
34003061300,"Wyckoff, NJ",0.3776
36059415101,"Merrick, NY",0.3776
48453001918,"Stonehedge Estates, West Lake Hills, TX",0.3776
6037276400,"Westchester, Los Angeles, CA",0.3775
34025810004,"Yorketown, Manalapan Township, NJ",0.3775
36047055000,"Kings County, NY",0.3774
34025810003,"Yorketown, Manalapan Township, NJ",0.3773
36119005500,"Pelham, Pelham Manor, NY",0.3773
36081080302,"Queens County, NY",0.3773
36119014806,"Yorktown Heights, NY",0.3773
6001435103,"Hayward, CA",0.3773
6037134421,"West Hills, Los Angeles, CA",0.3772
25021401000,"High Street Hill, Brookline, MA",0.3772
51107611016,"Ashburn, VA",0.3771
42029304405,"Downingtown, PA",0.3771
6075047702,"Richmond District, San Francisco, CA",0.3771
36059411700,"Hewlett, NY",0.377
42091201406,"Dresher, PA",0.377
6075047902,"Outer Richmond, San Francisco, CA",0.377
36047028000,"Kings County, NY",0.3769
36047035000,"Kings County, NY",0.3768
6081607900,"East San Mateo, San Mateo, CA",0.3767
36067015202,"Manlius, NY",0.3766
17031411100,"Hyde Park, Chicago, IL",0.3764
36059413400,"Oceanside, NY",0.3763
34017012400,"Kearny, NJ",0.3763
42101036502,"Northeast Philadelphia, Philadelphia, PA",0.3763
12057014012,"Kings Point Condo, Sun City Center, FL",0.3763
27053023902,"Minneapolis, MN",0.3762
36059410200,"Malverne, NY",0.3761
48157671700,"Sugar Creek, Sugar Land, TX",0.376
36081103300,"Queens County, NY",0.376
6037408629,"Hacienda Heights, CA",0.3759
24031701220,"Rockville, MD",0.3757
6001404600,"Piedmont Pines, Oakland, CA",0.3757
42091204900,"Villanova, PA",0.3757
34027045704,"Randolph, NJ",0.3756
36047065000,"Kings County, NY",0.3755
8107000200,"Hayden, CO",0.3755
6065045115,"Palm Desert, CA",0.3755
6037554519,"Cerritos, CA",0.3754
36047027800,"Kings County, NY",0.3753
25017361300,"Concord, MA",0.3753
34003007002,"Closter, NJ",0.3752
17097864522,"Riverwoods, IL",0.3752
36103111803,"East Northport, NY",0.3752
6037430701,"Arcadia, CA",0.3752
6075047701,"Central Richmond, San Francisco, CA",0.3751
36103170002,"Cutchogue, NY",0.3751
39035183200,"Shaker Heights, OH",0.3751
25009203100,"Marblehead, MA",0.3751
6037800101,"Greater Mulwood, Calabasas, CA",0.3749
20173010001,"Wichita, KS",0.3749
25017361100,"Concord, MA",0.3748
6085511914,"Almaden, San Jose, CA",0.3746
34023006204,"North Brunswick Township, NJ",0.3745
6001426100,"Piedmont, CA",0.3744
36085024401,"Richmond County, NY",0.3744
6037701304,"North of Montana, Santa Monica, CA",0.3744
12011040504,"East Fort Lauderdale, Fort Lauderdale, FL",0.3744
12099007006,"Boca Raton, FL",0.3743
36103147803,"Sayville, NY",0.374
6085507808,"Cupertino, CA",0.374
48201454501,"Energy Corridor, Houston, TX",0.374
36087011602,"Suffern, NY",0.3739
25021413100,"Norwood, MA",0.3738
25021400500,"Aspinwall Hill, Brookline, MA",0.3738
6075033204,"Lakeshore, San Francisco, CA",0.3737
8005006704,"Englewood, CO",0.3737
11001000901,"Northwest Washington, Washington, DC",0.3736
25017316101,"Billerica, MA",0.3736
27053026605,"Minneapolis, MN",0.3735
51059480300,"McLean, VA",0.3735
12099007616,"Boca Raton, FL",0.3735
27053021800,"Minneapolis, MN",0.3734
34003002100,"Alpine, NJ",0.3733
36047070600,"Kings County, NY",0.3732
36059416900,"Lido Beach, NY",0.3732
17031801605,"Northbrook, IL",0.3731
36087012700,"Pearl River, NY",0.3731
6075045100,"Balboa Hollow, San Francisco, CA",0.373
53033032311,"Woodinville, WA",0.3729
36081079701,"Queens County, NY",0.3728
36119012700,"Bedford, NY",0.3727
25009203200,"Marblehead, MA",0.3727
49043964305,"Park City, UT",0.3725
36081025700,"Queens County, NY",0.3725
36119011700,"Sleepy Hollow, NY",0.3724
36059302300,"Albertson, NY",0.3723
25017365202,"Sudbury, MA",0.3723
36081114700,"Queens County, NY",0.3723
36103110200,"Huntington, NY",0.3722
48201340800,"Clear Lake, Houston, TX",0.372
6037300901,"Chevy Chase, Glendale, CA",0.372
51107611015,"Ashburn, VA",0.372
6059062629,"Turtle Rock, Irvine, CA",0.3719
6037577602,"Bixby Village, Long Beach, CA",0.3718
24031705901,"Bethesda, MD",0.3718
6111007202,"Thousand Oaks, CA",0.3717
6037481606,"Alhambra, CA",0.3717
36059303202,"Garden City Park, NY",0.3716
6075032700,"Outer Sunset, San Francisco, CA",0.3715
6001400200,"Rockridge, Oakland, CA",0.3715
6001403000,"Chinatown, Oakland, CA",0.3715
36059519704,"Plainview, NY",0.3715
27003050821,"Blaine, MN",0.3715
6059062644,"Newport Beach, CA",0.3713
25017386100,"Sherborn, MA",0.3713
13121009601,"Buckhead, Atlanta, GA",0.3713
27053023903,"Edina, MN",0.3712
42091200606,"North Wales, PA",0.3712
25025000502,"Brighton, Boston, MA",0.3711
24031700616,"North Potomac, MD",0.3711
6037700902,"Beverly Hills, CA",0.371
34005702907,"Mount Laurel, NJ",0.371
25021413300,"Norwood, MA",0.371
36081152901,"Queens County, NY",0.3709
36047056000,"Kings County, NY",0.3709
51059491404,"Centreville, VA",0.3709
4013040523,"Corte Bella, Sun City West, AZ",0.3708
24031701205,"Rockville, MD",0.3708
26125150000,"Bloomfield Township, MI",0.3707
36103158323,"Miller Place, NY",0.3707
24005491000,"Baltimore, MD",0.3706
36081048900,"Queens County, NY",0.3706
6081605600,"Country Club Manor, Hillsborough, CA",0.3705
51059415800,"Fort Hunt, VA",0.3705
36047062600,"Kings County, NY",0.3705
6085508101,"Cupertino, CA",0.3705
26125193400,"Eddington Farms, Rochester Hills, MI",0.3705
6037920338,"Stevenson Ranch, CA",0.3705
34013020300,"Essex County, NJ",0.3704
36059413200,"Oceanside, NY",0.3703
24031703206,"Silver Spring, MD",0.3703
51059430201,"Fairfax, VA",0.3702
36047003800,"Kings County, NY",0.3702
24031701409,"Burtonsville, MD",0.3702
34027045804,"Mendham, NJ",0.3702
51059471202,"McLean, VA",0.3701
36081071702,"Queens County, NY",0.3701
36103135209,"Hauppauge, NY",0.37
48453001917,"The Hills Of Lost Creek, Austin, TX",0.37
36047005201,"Kings County, NY",0.37
36081075701,"Queens County, NY",0.3697
20091053201,"Dover Estates, Leawood, KS",0.3695
42017105006,"Holland, PA",0.3694
6085507600,"Saratoga, CA",0.3694
36005030900,"Bronx County, NY",0.3694
48339691301,"Indian Springs, The Woodlands, TX",0.3693
36081013000,"Queens County, NY",0.3693
17031800300,"Winnetka, IL",0.3692
36081063302,"Queens County, NY",0.3692
6075011100,"Nob Hill, San Francisco, CA",0.3692
6073008333,"Carmel Country Highlands, San Diego, CA",0.3692
42017105011,"Holland, PA",0.3692
6075042700,"Central Richmond, San Francisco, CA",0.369
12115001903,"Siesta Key, FL",0.3689
42091200103,"Montgomery County, PA",0.3689
6037431700,"Arcadia, CA",0.3688
48453001916,"Austin, TX",0.3687
6075035400,"Parkside, San Francisco, CA",0.3686
36065025100,"New Hartford, NY",0.3686
36059517705,"Glen Head, NY",0.3685
34027042100,"Whippany, Hanover, NJ",0.3685
51059491704,"Fairfax, VA",0.3684
42091203207,"Blue Bell, PA",0.3684
36081127700,"Queens County, NY",0.3684
36119014808,"Yorktown Heights, NY",0.3683
6069000801,"Hollister, CA",0.3682
36087011403,"New City, NY",0.3682
24005408703,"Mays Chapel, Lutherville-Timonium, MD",0.3682
26125150800,"Bloomfield Hills, MI",0.3682
34003049002,"River Vale, NJ",0.3681
36059521200,"Massapequa, NY",0.3681
26125156500,"West Bloomfield Township, MI",0.3681
26125128200,"Orion charter Township, MI",0.3681
27123042001,"Falcon Heights, MN",0.3681
51153901235,"Lake Ridge, VA",0.368
36119014908,"Yorktown Heights, NY",0.3679
40109108520,"Northwest Oklahoma City, Oklahoma City, OK",0.3679
36081120300,"Queens County, NY",0.3678
41005022206,"Happy Valley, OR",0.3677
4013216810,"Central Scottsdale, Scottsdale, AZ",0.3677
34003025200,"Hasbrouck Heights, NJ",0.3676
42101000801,"Center City, Philadelphia, PA",0.3676
51059491403,"Clifton, VA",0.3676
34023008405,"Kendall Park, South Brunswick Township, NJ",0.3675
6075011000,"Nob Hill, San Francisco, CA",0.3675
53033024902,"Cougar Mountain, Bellevue, WA",0.3674
36071014202,"Monroe, NY",0.3674
34023001412,"Edison, NJ",0.3673
6075033203,"Lakeshore, San Francisco, CA",0.3673
24031701507,"Silver Spring, MD",0.3673
6001443102,"Weibel, Fremont, CA",0.3672
36085017009,"Richmond County, NY",0.3671
36059405600,"Franklin Square, NY",0.3671
51059461100,"Vienna, VA",0.367
34025809704,"Marlboro Township, NJ",0.3669
6075047600,"Central Richmond, San Francisco, CA",0.3669
6013355113,"Danville, CA",0.3668
36059410700,"Valley Stream, NY",0.3668
36047055600,"Kings County, NY",0.3668
36059520002,"Bethpage, NY",0.3667
36059520001,"Bethpage, NY",0.3667
8005085200,"Centennial, CO",0.3666
36119001502,"Southeast Yonkers, Yonkers, NY",0.3665
36081126700,"Queens County, NY",0.3665
6059062630,"Turtle Rock, Irvine, CA",0.3664
34003017100,"Fair Lawn, NJ",0.3664
36103135301,"Smithtown, NY",0.3663
48121021752,"Flower Mound, TX",0.3661
39035196300,"Moreland Hills, OH",0.3661
18057110903,"Carmel, IN",0.3661
6111005907,"Westlake Village, CA",0.3661
6037141400,"Encino, Los Angeles, CA",0.366
36085012100,"Richmond County, NY",0.366
6037138000,"Woodland Hills, Los Angeles, CA",0.3659
36103158409,"Ridge, NY",0.3659
10003013506,"Newark, DE",0.3659
36119011101,"Elmsford, NY",0.3659
36085019800,"Richmond County, NY",0.3658
29189216400,"Moorlands, Clayton, MO",0.3658
17097864517,"Buffalo Grove, IL",0.3658
36059410600,"Valley Stream, NY",0.3658
6085504320,"North San Jose, San Jose, CA",0.3657
36081101700,"Queens County, NY",0.3657
34003061200,"Wyckoff, NJ",0.3656
6111007403,"Oak Park, CA",0.3655
34003051300,"Rutherford, NJ",0.3654
48003950100,"Andrews, TX",0.3654
36119007700,"Rye, NY",0.3653
34037373100,"Sparta Township, NJ",0.3653
25017374200,"Newton Highlands, Newton, MA",0.3653
6075032802,"Sunset District, San Francisco, CA",0.3652
34003019104,"Fort Lee, NJ",0.3651
6081606900,"San Mateo, CA",0.3651
6073017044,"Miramar Ranch North, San Diego, CA",0.365
13067030332,"Marietta, GA",0.365
6081606700,"Beresford Park, San Mateo, CA",0.3649
6081609603,"San Carlos, CA",0.3647
48157674000,"Woodstream, Sugar Land, TX",0.3647
6037650701,"Southwood, Torrance, CA",0.3646
53033024903,"Somerset, Bellevue, WA",0.3646
24005403500,"Pikesville, MD",0.3645
36059408000,"East Meadow, NY",0.3645
34003049001,"River Vale, NJ",0.3645
48201420800,"Southwest Houston, Houston, TX",0.3644
15003000402,"Kuliouou - Kalani Iki, Honolulu, HI",0.3644
8005006857,"Greenwood Village, CO",0.3644
34007603506,"Greentree, Cherry Hill, NJ",0.3643
25017356400,"Arlington, MA",0.3643
36081099703,"Queens County, NY",0.364
17031806700,"Evanston, IL",0.364
51059492100,"Fairfax Station, VA",0.3639
34025809701,"Marlboro Township, NJ",0.3639
34009020901,"Stone Harbor, NJ",0.3639
36059411302,"Woodmere Park, Woodmere, NY",0.3638
6013353002,"Orinda, CA",0.3638
48085031718,"Far North Dallas, Dallas, TX",0.3637
24031705601,"Bethesda, MD",0.3636
36081059900,"Queens County, NY",0.3636
25017356601,"Arlington, MA",0.3634
25017339801,"Medford, MA",0.3634
36103134704,"Kings Park, NY",0.3633
10003013400,"Wilmington, DE",0.3633
17197881011,"Homer Glen, IL",0.3631
6081605100,"Burlingame Gate, Burlingame, CA",0.3631
6037430400,"Arcadia, CA",0.3631
36103112206,"Melville, NY",0.3631
